datetime,cumulative_balance
2020-01-31 16:00:00,-2525634
2020-01-31 17:00:00,-2540945
2020-01-31 18:00:00,-2561246
2020-01-31 19:00:00,-2577249
2020-01-31 20:00:00,-2581427
2020-01-31 21:00:00,-2576831
2020-01-31 22:00:00,-2570092
2020-01-31 23:00:00,-2565120
2020-02-01 00:00:00,-2562144
2020-02-01 01:00:00,-2560502
2020-02-01 02:00:00,-2559078
2020-02-01 03:00:00,-2558079
2020-02-01 04:00:00,-2556578
2020-02-01 05:00:00,-2553576
2020-02-01 06:00:00,-2547304
2020-02-01 07:00:00,-2548488
2020-02-01 08:00:00,-2557915
2020-02-01 09:00:00,-2569313
2020-02-01 10:00:00,-2580545
2020-02-01 11:00:00,-2590695
2020-02-01 12:00:00,-2599345
2020-02-01 13:00:00,-2605820
2020-02-01 14:00:00,-2612034
2020-02-01 15:00:00,-2619249
2020-02-01 16:00:00,-2627935
2020-02-01 17:00:00,-2639862
2020-02-01 18:00:00,-2657635
2020-02-01 19:00:00,-2674362
2020-02-01 20:00:00,-2679448
2020-02-01 21:00:00,-2676011
2020-02-01 22:00:00,-2669209
2020-02-01 23:00:00,-2663272
2020-02-02 00:00:00,-2659104
2020-02-02 01:00:00,-2656773
2020-02-02 02:00:00,-2655114
2020-02-02 03:00:00,-2653832
2020-02-02 04:00:00,-2652313
2020-02-02 05:00:00,-2649066
2020-02-02 06:00:00,-2640162
2020-02-02 07:00:00,-2634682
2020-02-02 08:00:00,-2640751
2020-02-02 09:00:00,-2649152
2020-02-02 10:00:00,-2657287
2020-02-02 11:00:00,-2662953
2020-02-02 12:00:00,-2668881
2020-02-02 13:00:00,-2673275
2020-02-02 14:00:00,-2678861
2020-02-02 15:00:00,-2685242
2020-02-02 16:00:00,-2692962
2020-02-02 17:00:00,-2694773
2020-02-02 18:00:00,-2691923
2020-02-02 19:00:00,-2685405
2020-02-02 20:00:00,-2673002
2020-02-02 21:00:00,-2657563
2020-02-02 22:00:00,-2642200
2020-02-02 23:00:00,-2634752
2020-02-03 00:00:00,-2630786
2020-02-03 01:00:00,-2628832
2020-02-03 02:00:00,-2627396
2020-02-03 03:00:00,-2626037
2020-02-03 04:00:00,-2624309
2020-02-03 05:00:00,-2619846
2020-02-03 06:00:00,-2606393
2020-02-03 07:00:00,-2585555
2020-02-03 08:00:00,-2563469
2020-02-03 09:00:00,-2541662
2020-02-03 10:00:00,-2521520
2020-02-03 11:00:00,-2666133
2020-02-03 12:00:00,-2689610
2020-02-03 13:00:00,-2714247
2020-02-03 14:00:00,-2733157
2020-02-03 15:00:00,-2742704
2020-02-03 16:00:00,-2755399
2020-02-03 17:00:00,-2769766
2020-02-03 18:00:00,-2787021
2020-02-03 19:00:00,-2802662
2020-02-03 20:00:00,-2805005
2020-02-03 21:00:00,-2800232
2020-02-03 22:00:00,-2794030
2020-02-03 23:00:00,-2790022
2020-02-04 00:00:00,-2787324
2020-02-04 01:00:00,-2786175
2020-02-04 02:00:00,-2785279
2020-02-04 03:00:00,-2784278
2020-02-04 04:00:00,-2782856
2020-02-04 05:00:00,-2779319
2020-02-04 06:00:00,-2773941
2020-02-04 07:00:00,-2779551
2020-02-04 08:00:00,-2793144
2020-02-04 09:00:00,-2809025
2020-02-04 10:00:00,-2823891
2020-02-04 11:00:00,-2836561
2020-02-04 12:00:00,-2847356
2020-02-04 13:00:00,-2855691
2020-02-04 14:00:00,-2863425
2020-02-04 15:00:00,-2872183
2020-02-04 16:00:00,-2884502
2020-02-04 17:00:00,-2899415
2020-02-04 18:00:00,-2920648
2020-02-04 19:00:00,-2939459
2020-02-04 20:00:00,-2945094
2020-02-04 21:00:00,-2940966
2020-02-04 22:00:00,-2934573
2020-02-04 23:00:00,-2929847
2020-02-05 00:00:00,-2926938
2020-02-05 01:00:00,-2925569
2020-02-05 02:00:00,-2924381
2020-02-05 03:00:00,-2923347
2020-02-05 04:00:00,-2921799
2020-02-05 05:00:00,-2918017
2020-02-05 06:00:00,-2911973
2020-02-05 07:00:00,-2916137
2020-02-05 08:00:00,-2927569
2020-02-05 09:00:00,-2940316
2020-02-05 10:00:00,-2952592
2020-02-05 11:00:00,-2963784
2020-02-05 12:00:00,-2973036
2020-02-05 13:00:00,-2980639
2020-02-05 14:00:00,-2988780
2020-02-05 15:00:00,-2997411
2020-02-05 16:00:00,-3009354
2020-02-05 17:00:00,-3024672
2020-02-05 18:00:00,-3042765
2020-02-05 19:00:00,-3061390
2020-02-05 20:00:00,-3066952
2020-02-05 21:00:00,-3062331
2020-02-05 22:00:00,-3055710
2020-02-05 23:00:00,-3050854
2020-02-06 00:00:00,-3048340
2020-02-06 01:00:00,-3046978
2020-02-06 02:00:00,-3045970
2020-02-06 03:00:00,-3044960
2020-02-06 04:00:00,-3043546
2020-02-06 05:00:00,-3040020
2020-02-06 06:00:00,-3033415
2020-02-06 07:00:00,-3036017
2020-02-06 08:00:00,-3044100
2020-02-06 09:00:00,-3053460
2020-02-06 10:00:00,-3064205
2020-02-06 11:00:00,-3074086
2020-02-06 12:00:00,-3082011
2020-02-06 13:00:00,-3089561
2020-02-06 14:00:00,-3096605
2020-02-06 15:00:00,-3104037
2020-02-06 16:00:00,-3113764
2020-02-06 17:00:00,-3126453
2020-02-06 18:00:00,-3144794
2020-02-06 19:00:00,-3159657
2020-02-06 20:00:00,-3161997
2020-02-06 21:00:00,-3155715
2020-02-06 22:00:00,-3148807
2020-02-06 23:00:00,-3144054
2020-02-07 00:00:00,-3141096
2020-02-07 01:00:00,-3139806
2020-02-07 02:00:00,-3138776
2020-02-07 03:00:00,-3137739
2020-02-07 04:00:00,-3136239
2020-02-07 05:00:00,-3132993
2020-02-07 06:00:00,-3126561
2020-02-07 07:00:00,-3129421
2020-02-07 08:00:00,-3140305
2020-02-07 09:00:00,-3152652
2020-02-07 10:00:00,-3164541
2020-02-07 11:00:00,-3173784
2020-02-07 12:00:00,-3180547
2020-02-07 13:00:00,-3186433
2020-02-07 14:00:00,-3193249
2020-02-07 15:00:00,-3200241
2020-02-07 16:00:00,-3210655
2020-02-07 17:00:00,-3223802
2020-02-07 18:00:00,-3242049
2020-02-07 19:00:00,-3257037
2020-02-07 20:00:00,-3259854
2020-02-07 21:00:00,-3254677
2020-02-07 22:00:00,-3247894
2020-02-07 23:00:00,-3242628
2020-02-08 00:00:00,-3239295
2020-02-08 01:00:00,-3237495
2020-02-08 02:00:00,-3236298
2020-02-08 03:00:00,-3235194
2020-02-08 04:00:00,-3233676
2020-02-08 05:00:00,-3230594
2020-02-08 06:00:00,-3224030
2020-02-08 07:00:00,-3224466
2020-02-08 08:00:00,-3233504
2020-02-08 09:00:00,-3245092
2020-02-08 10:00:00,-3255974
2020-02-08 11:00:00,-3264837
2020-02-08 12:00:00,-3272867
2020-02-08 13:00:00,-3279469
2020-02-08 14:00:00,-3285791
2020-02-08 15:00:00,-3292905
2020-02-08 16:00:00,-3302113
2020-02-08 17:00:00,-3315004
2020-02-08 18:00:00,-3334252
2020-02-08 19:00:00,-3353133
2020-02-08 20:00:00,-3361530
2020-02-08 21:00:00,-3361041
2020-02-08 22:00:00,-3356039
2020-02-08 23:00:00,-3350620
2020-02-09 00:00:00,-3347112
2020-02-09 01:00:00,-3345194
2020-02-09 02:00:00,-3343879
2020-02-09 03:00:00,-3342829
2020-02-09 04:00:00,-3341548
2020-02-09 05:00:00,-3338773
2020-02-09 06:00:00,-3332302
2020-02-09 07:00:00,-3329222
2020-02-09 08:00:00,-3329903
2020-02-09 09:00:00,-3330799
2020-02-09 10:00:00,-3329867
2020-02-09 11:00:00,-3327560
2020-02-09 12:00:00,-3323240
2020-02-09 13:00:00,-3318399
2020-02-09 14:00:00,-3312757
2020-02-09 15:00:00,-3307505
2020-02-09 16:00:00,-3304347
2020-02-09 17:00:00,-3304423
2020-02-09 18:00:00,-3315292
2020-02-09 19:00:00,-3325657
2020-02-09 20:00:00,-3325519
2020-02-09 21:00:00,-3319345
2020-02-09 22:00:00,-3311857
2020-02-09 23:00:00,-3306181
2020-02-10 00:00:00,-3302740
2020-02-10 01:00:00,-3301055
2020-02-10 02:00:00,-3299850
2020-02-10 03:00:00,-3298814
2020-02-10 04:00:00,-3297505
2020-02-10 05:00:00,-3294424
2020-02-10 06:00:00,-3287979
2020-02-10 07:00:00,-3291582
2020-02-10 08:00:00,-3304688
2020-02-10 09:00:00,-3321490
2020-02-10 10:00:00,-3337577
2020-02-10 11:00:00,-3350508
2020-02-10 12:00:00,-3361660
2020-02-10 13:00:00,-3370169
2020-02-10 14:00:00,-3376922
2020-02-10 15:00:00,-3384251
2020-02-10 16:00:00,-3393872
2020-02-10 17:00:00,-3407028
2020-02-10 18:00:00,-3425995
2020-02-10 19:00:00,-3444164
2020-02-10 20:00:00,-3448190
2020-02-10 21:00:00,-3443902
2020-02-10 22:00:00,-3437492
2020-02-10 23:00:00,-3432361
2020-02-11 00:00:00,-3429062
2020-02-11 01:00:00,-3427444
2020-02-11 02:00:00,-3426253
2020-02-11 03:00:00,-3425212
2020-02-11 04:00:00,-3423934
2020-02-11 05:00:00,-3421000
2020-02-11 06:00:00,-3414897
2020-02-11 07:00:00,-3416043
2020-02-11 08:00:00,-3424186
2020-02-11 09:00:00,-3435077
2020-02-11 10:00:00,-3444971
2020-02-11 11:00:00,-3452273
2020-02-11 12:00:00,-3457624
2020-02-11 13:00:00,-3461336
2020-02-11 14:00:00,-3462024
2020-02-11 15:00:00,-3461717
2020-02-11 16:00:00,-3463702
2020-02-11 17:00:00,-3470032
2020-02-11 18:00:00,-3487434
2020-02-11 19:00:00,-3501227
2020-02-11 20:00:00,-3503348
2020-02-11 21:00:00,-3497782
2020-02-11 22:00:00,-3490445
2020-02-11 23:00:00,-3485273
2020-02-12 00:00:00,-3481904
2020-02-12 01:00:00,-3480211
2020-02-12 02:00:00,-3479002
2020-02-12 03:00:00,-3477915
2020-02-12 04:00:00,-3476636
2020-02-12 05:00:00,-3473719
2020-02-12 06:00:00,-3468320
2020-02-12 07:00:00,-3471714
2020-02-12 08:00:00,-3483390
2020-02-12 09:00:00,-3497334
2020-02-12 10:00:00,-3511975
2020-02-12 11:00:00,-3523793
2020-02-12 12:00:00,-3534504
2020-02-12 13:00:00,-3542726
2020-02-12 14:00:00,-3550835
2020-02-12 15:00:00,-3559532
2020-02-12 16:00:00,-3571320
2020-02-12 17:00:00,-3585933
2020-02-12 18:00:00,-3605537
2020-02-12 19:00:00,-3623322
2020-02-12 20:00:00,-3627586
2020-02-12 21:00:00,-3622196
2020-02-12 22:00:00,-3615288
2020-02-12 23:00:00,-3610294
2020-02-13 00:00:00,-3607509
2020-02-13 01:00:00,-3606479
2020-02-13 02:00:00,-3605841
2020-02-13 03:00:00,-3604848
2020-02-13 04:00:00,-3603477
2020-02-13 05:00:00,-3600282
2020-02-13 06:00:00,-3594588
2020-02-13 07:00:00,-3597418
2020-02-13 08:00:00,-3606466
2020-02-13 09:00:00,-3617213
2020-02-13 10:00:00,-3628195
2020-02-13 11:00:00,-3638578
2020-02-13 12:00:00,-3646835
2020-02-13 13:00:00,-3653495
2020-02-13 14:00:00,-3660216
2020-02-13 15:00:00,-3668026
2020-02-13 16:00:00,-3679286
2020-02-13 17:00:00,-3693945
2020-02-13 18:00:00,-3714597
2020-02-13 19:00:00,-3735812
2020-02-13 20:00:00,-3742866
2020-02-13 21:00:00,-3737398
2020-02-13 22:00:00,-3729615
2020-02-13 23:00:00,-3723808
2020-02-14 00:00:00,-3720192
2020-02-14 01:00:00,-3718509
2020-02-14 02:00:00,-3717161
2020-02-14 03:00:00,-3715877
2020-02-14 04:00:00,-3713985
2020-02-14 05:00:00,-3709015
2020-02-14 06:00:00,-3700904
2020-02-14 07:00:00,-3707591
2020-02-14 08:00:00,-3719139
2020-02-14 09:00:00,-3732685
2020-02-14 10:00:00,-3745014
2020-02-14 11:00:00,-3754694
2020-02-14 12:00:00,-3763391
2020-02-14 13:00:00,-3770504
2020-02-14 14:00:00,-3777923
2020-02-14 15:00:00,-3786228
2020-02-14 16:00:00,-3797107
2020-02-14 17:00:00,-3811444
2020-02-14 18:00:00,-3831089
2020-02-14 19:00:00,-3848113
2020-02-14 20:00:00,-3852877
2020-02-14 21:00:00,-3848066
2020-02-14 22:00:00,-3840386
2020-02-14 23:00:00,-3833903
2020-02-15 00:00:00,-3829852
2020-02-15 01:00:00,-3827732
2020-02-15 02:00:00,-3826275
2020-02-15 03:00:00,-3824984
2020-02-15 04:00:00,-3823481
2020-02-15 05:00:00,-3820530
2020-02-15 06:00:00,-3813669
2020-02-15 07:00:00,-3814114
2020-02-15 08:00:00,-3821535
2020-02-15 09:00:00,-3831175
2020-02-15 10:00:00,-3841371
2020-02-15 11:00:00,-3849554
2020-02-15 12:00:00,-3856628
2020-02-15 13:00:00,-3861270
2020-02-15 14:00:00,-3865571
2020-02-15 15:00:00,-3869934
2020-02-15 16:00:00,-3875952
2020-02-15 17:00:00,-3884855
2020-02-15 18:00:00,-3900166
2020-02-15 19:00:00,-3915370
2020-02-15 20:00:00,-3919793
2020-02-15 21:00:00,-3915083
2020-02-15 22:00:00,-3907374
2020-02-15 23:00:00,-3901840
2020-02-16 00:00:00,-3897921
2020-02-16 01:00:00,-3896060
2020-02-16 02:00:00,-3894723
2020-02-16 03:00:00,-3893572
2020-02-16 04:00:00,-3892159
2020-02-16 05:00:00,-3889417
2020-02-16 06:00:00,-3882809
2020-02-16 07:00:00,-3881626
2020-02-16 08:00:00,-3885810
2020-02-16 09:00:00,-3892099
2020-02-16 10:00:00,-3898580
2020-02-16 11:00:00,-3904699
2020-02-16 12:00:00,-3910460
2020-02-16 13:00:00,-3915173
2020-02-16 14:00:00,-3919990
2020-02-16 15:00:00,-3924887
2020-02-16 16:00:00,-3930263
2020-02-16 17:00:00,-3939054
2020-02-16 18:00:00,-3952163
2020-02-16 19:00:00,-3965072
2020-02-16 20:00:00,-3967091
2020-02-16 21:00:00,-3960821
2020-02-16 22:00:00,-3953305
2020-02-16 23:00:00,-3947718
2020-02-17 00:00:00,-3944565
2020-02-17 01:00:00,-3943112
2020-02-17 02:00:00,-3942046
2020-02-17 03:00:00,-3941024
2020-02-17 04:00:00,-3939670
2020-02-17 05:00:00,-3936614
2020-02-17 06:00:00,-3931224
2020-02-17 07:00:00,-3934137
2020-02-17 08:00:00,-3945295
2020-02-17 09:00:00,-3958592
2020-02-17 10:00:00,-3971823
2020-02-17 11:00:00,-3981645
2020-02-17 12:00:00,-3988686
2020-02-17 13:00:00,-3995120
2020-02-17 14:00:00,-4001067
2020-02-17 15:00:00,-4008112
2020-02-17 16:00:00,-4017799
2020-02-17 17:00:00,-4030970
2020-02-17 18:00:00,-4048148
2020-02-17 19:00:00,-4062308
2020-02-17 20:00:00,-4062872
2020-02-17 21:00:00,-4056723
2020-02-17 22:00:00,-4049447
2020-02-17 23:00:00,-4044882
2020-02-18 00:00:00,-4042206
2020-02-18 01:00:00,-4040958
2020-02-18 02:00:00,-4039974
2020-02-18 03:00:00,-4038900
2020-02-18 04:00:00,-4037558
2020-02-18 05:00:00,-4034189
2020-02-18 06:00:00,-4029173
2020-02-18 07:00:00,-4033304
2020-02-18 08:00:00,-4043803
2020-02-18 09:00:00,-4056179
2020-02-18 10:00:00,-4067932
2020-02-18 11:00:00,-4077660
2020-02-18 12:00:00,-4083117
2020-02-18 13:00:00,-4086730
2020-02-18 14:00:00,-4092581
2020-02-18 15:00:00,-4100279
2020-02-18 16:00:00,-4110628
2020-02-18 17:00:00,-4123650
2020-02-18 18:00:00,-4141578
2020-02-18 19:00:00,-4158087
2020-02-18 20:00:00,-4161361
2020-02-18 21:00:00,-4155594
2020-02-18 22:00:00,-4148982
2020-02-18 23:00:00,-4143365
2020-02-19 00:00:00,-4140444
2020-02-19 01:00:00,-4139043
2020-02-19 02:00:00,-4138043
2020-02-19 03:00:00,-4137049
2020-02-19 04:00:00,-4135578
2020-02-19 05:00:00,-4132197
2020-02-19 06:00:00,-4126481
2020-02-19 07:00:00,-4130269
2020-02-19 08:00:00,-4140428
2020-02-19 09:00:00,-4151646
2020-02-19 10:00:00,-4162792
2020-02-19 11:00:00,-4171442
2020-02-19 12:00:00,-4178109
2020-02-19 13:00:00,-4183348
2020-02-19 14:00:00,-4188650
2020-02-19 15:00:00,-4194666
2020-02-19 16:00:00,-4203523
2020-02-19 17:00:00,-4215697
2020-02-19 18:00:00,-4233621
2020-02-19 19:00:00,-4251538
2020-02-19 20:00:00,-4255288
2020-02-19 21:00:00,-4250432
2020-02-19 22:00:00,-4243703
2020-02-19 23:00:00,-4238767
2020-02-20 00:00:00,-4235946
2020-02-20 01:00:00,-4234422
2020-02-20 02:00:00,-4233289
2020-02-20 03:00:00,-4232178
2020-02-20 04:00:00,-4230718
2020-02-20 05:00:00,-4227166
2020-02-20 06:00:00,-4221444
2020-02-20 07:00:00,-4224572
2020-02-20 08:00:00,-4233632
2020-02-20 09:00:00,-4244595
2020-02-20 10:00:00,-4255483
2020-02-20 11:00:00,-4264943
2020-02-20 12:00:00,-4272968
2020-02-20 13:00:00,-4279742
2020-02-20 14:00:00,-4285291
2020-02-20 15:00:00,-4293167
2020-02-20 16:00:00,-4303587
2020-02-20 17:00:00,-4317175
2020-02-20 18:00:00,-4336198
2020-02-20 19:00:00,-4354942
2020-02-20 20:00:00,-4360025
2020-02-20 21:00:00,-4355683
2020-02-20 22:00:00,-4348728
2020-02-20 23:00:00,-4343916
2020-02-21 00:00:00,-4340684
2020-02-21 01:00:00,-4338997
2020-02-21 02:00:00,-4337770
2020-02-21 03:00:00,-4336666
2020-02-21 04:00:00,-4335419
2020-02-21 05:00:00,-4332304
2020-02-21 06:00:00,-4326977
2020-02-21 07:00:00,-4330212
2020-02-21 08:00:00,-4340931
2020-02-21 09:00:00,-4353896
2020-02-21 10:00:00,-4365865
2020-02-21 11:00:00,-4376071
2020-02-21 12:00:00,-4383204
2020-02-21 13:00:00,-4388252
2020-02-21 14:00:00,-4393398
2020-02-21 15:00:00,-4400010
2020-02-21 16:00:00,-4408622
2020-02-21 17:00:00,-4419836
2020-02-21 18:00:00,-4434952
2020-02-21 19:00:00,-4448615
2020-02-21 20:00:00,-4449484
2020-02-21 21:00:00,-4442141
2020-02-21 22:00:00,-4433473
2020-02-21 23:00:00,-4427168
2020-02-22 00:00:00,-4423068
2020-02-22 01:00:00,-4420959
2020-02-22 02:00:00,-4419545
2020-02-22 03:00:00,-4418220
2020-02-22 04:00:00,-4416506
2020-02-22 05:00:00,-4412994
2020-02-22 06:00:00,-4405126
2020-02-22 07:00:00,-4403667
2020-02-22 08:00:00,-4410510
2020-02-22 09:00:00,-4419413
2020-02-22 10:00:00,-4427491
2020-02-22 11:00:00,-4433601
2020-02-22 12:00:00,-4438083
2020-02-22 13:00:00,-4440666
2020-02-22 14:00:00,-4443238
2020-02-22 15:00:00,-4446050
2020-02-22 16:00:00,-4450966
2020-02-22 17:00:00,-4458565
2020-02-22 18:00:00,-4471216
2020-02-22 19:00:00,-4481975
2020-02-22 20:00:00,-4481711
2020-02-22 21:00:00,-4474336
2020-02-22 22:00:00,-4465145
2020-02-22 23:00:00,-4457977
2020-02-23 00:00:00,-4453575
2020-02-23 01:00:00,-4451274
2020-02-23 02:00:00,-4449698
2020-02-23 03:00:00,-4448405
2020-02-23 04:00:00,-4446783
2020-02-23 05:00:00,-4443747
2020-02-23 06:00:00,-4435545
2020-02-23 07:00:00,-4431910
2020-02-23 08:00:00,-4433702
2020-02-23 09:00:00,-4438065
2020-02-23 10:00:00,-4441828
2020-02-23 11:00:00,-4445534
2020-02-23 12:00:00,-4448270
2020-02-23 13:00:00,-4449209
2020-02-23 14:00:00,-4449500
2020-02-23 15:00:00,-4451439
2020-02-23 16:00:00,-4454229
2020-02-23 17:00:00,-4458708
2020-02-23 18:00:00,-4468719
2020-02-23 19:00:00,-4477389
2020-02-23 20:00:00,-4475161
2020-02-23 21:00:00,-4466488
2020-02-23 22:00:00,-4457133
2020-02-23 23:00:00,-4451239
2020-02-24 00:00:00,-4447628
2020-02-24 01:00:00,-4445891
2020-02-24 02:00:00,-4444748
2020-02-24 03:00:00,-4443648
2020-02-24 04:00:00,-4442147
2020-02-24 05:00:00,-4438739
2020-02-24 06:00:00,-4432020
2020-02-24 07:00:00,-4433764
2020-02-24 08:00:00,-4442722
2020-02-24 09:00:00,-4453658
2020-02-24 10:00:00,-4463557
2020-02-24 11:00:00,-4470679
2020-02-24 12:00:00,-4475662
2020-02-24 13:00:00,-4478848
2020-02-24 14:00:00,-4481971
2020-02-24 15:00:00,-4486034
2020-02-24 16:00:00,-4493292
2020-02-24 17:00:00,-4502179
2020-02-24 18:00:00,-4516370
2020-02-24 19:00:00,-4527865
2020-02-24 20:00:00,-4526710
2020-02-24 21:00:00,-4518262
2020-02-24 22:00:00,-4509151
2020-02-24 23:00:00,-4503822
2020-02-25 00:00:00,-4500944
2020-02-25 01:00:00,-4499532
2020-02-25 02:00:00,-4498430
2020-02-25 03:00:00,-4497413
2020-02-25 04:00:00,-4495934
2020-02-25 05:00:00,-4492230
2020-02-25 06:00:00,-4485142
2020-02-25 07:00:00,-4488516
2020-02-25 08:00:00,-4497964
2020-02-25 09:00:00,-4510564
2020-02-25 10:00:00,-4522085
2020-02-25 11:00:00,-4531249
2020-02-25 12:00:00,-4538802
2020-02-25 13:00:00,-4545025
2020-02-25 14:00:00,-4550894
2020-02-25 15:00:00,-4558363
2020-02-25 16:00:00,-4568781
2020-02-25 17:00:00,-4581839
2020-02-25 18:00:00,-4596325
2020-02-25 19:00:00,-4609892
2020-02-25 20:00:00,-4611436
2020-02-25 21:00:00,-4604362
2020-02-25 22:00:00,-4596536
2020-02-25 23:00:00,-4590704
2020-02-26 00:00:00,-4587734
2020-02-26 01:00:00,-4586271
2020-02-26 02:00:00,-4585175
2020-02-26 03:00:00,-4584187
2020-02-26 04:00:00,-4582777
2020-02-26 05:00:00,-4578929
2020-02-26 06:00:00,-4572281
2020-02-26 07:00:00,-4575113
2020-02-26 08:00:00,-4584653
2020-02-26 09:00:00,-4596251
2020-02-26 10:00:00,-4607655
2020-02-26 11:00:00,-4617210
2020-02-26 12:00:00,-4625571
2020-02-26 13:00:00,-4632935
2020-02-26 14:00:00,-4639564
2020-02-26 15:00:00,-4648233
2020-02-26 16:00:00,-4659424
2020-02-26 17:00:00,-4673024
2020-02-26 18:00:00,-4691712
2020-02-26 19:00:00,-4706880
2020-02-26 20:00:00,-4708857
2020-02-26 21:00:00,-4702320
2020-02-26 22:00:00,-4695634
2020-02-26 23:00:00,-4690789
2020-02-27 00:00:00,-4688162
2020-02-27 01:00:00,-4687076
2020-02-27 02:00:00,-4686170
2020-02-27 03:00:00,-4685298
2020-02-27 04:00:00,-4683937
2020-02-27 05:00:00,-4680727
2020-02-27 06:00:00,-4675384
2020-02-27 07:00:00,-4678567
2020-02-27 08:00:00,-4686962
2020-02-27 09:00:00,-4696969
2020-02-27 10:00:00,-4707586
2020-02-27 11:00:00,-4716991
2020-02-27 12:00:00,-4724578
2020-02-27 13:00:00,-4730776
2020-02-27 14:00:00,-4737037
2020-02-27 15:00:00,-4745002
2020-02-27 16:00:00,-4755746
2020-02-27 17:00:00,-4768771
2020-02-27 18:00:00,-4786746
2020-02-27 19:00:00,-4801568
2020-02-27 20:00:00,-4805316
2020-02-27 21:00:00,-4800989
2020-02-27 22:00:00,-4793834
2020-02-27 23:00:00,-4789194
2020-02-28 00:00:00,-4786280
2020-02-28 01:00:00,-4785069
2020-02-28 02:00:00,-4784105
2020-02-28 03:00:00,-4783443
2020-02-28 04:00:00,-4782236
2020-02-28 05:00:00,-4779287
2020-02-28 06:00:00,-4773649
2020-02-28 07:00:00,-4776456
2020-02-28 08:00:00,-4785396
2020-02-28 09:00:00,-4795734
2020-02-28 10:00:00,-4806217
2020-02-28 11:00:00,-4814918
2020-02-28 12:00:00,-4821212
2020-02-28 13:00:00,-4825451
2020-02-28 14:00:00,-4819578
2020-02-28 15:00:00,-4832954
2020-02-28 16:00:00,-4843930
2020-02-28 17:00:00,-4855867
2020-02-28 18:00:00,-4870142
2020-02-28 19:00:00,-4878120
2020-02-28 20:00:00,-4879771
2020-02-28 21:00:00,-4882117
2020-02-28 22:00:00,-4876539
2020-02-28 23:00:00,-4870916
2020-02-29 00:00:00,-4867440
2020-02-29 01:00:00,-4867015
2020-02-29 02:00:00,-4865740
2020-02-29 03:00:00,-4864751
2020-02-29 04:00:00,-4863516
2020-02-29 05:00:00,-4860558
2020-02-29 06:00:00,-4854275
2020-02-29 07:00:00,-4856241
2020-02-29 08:00:00,-4865794
2020-02-29 09:00:00,-4877466
2020-02-29 10:00:00,-4888282
2020-02-29 11:00:00,-4897044
2020-02-29 12:00:00,-4905044
2020-02-29 13:00:00,-4910255
2020-02-29 14:00:00,-4916243
2020-02-29 15:00:00,-4923229
2020-02-29 16:00:00,-4932199
2020-02-29 17:00:00,-4943850
2020-02-29 18:00:00,-4958695
2020-02-29 19:00:00,-4968623
2020-02-29 20:00:00,-4970558
2020-02-29 21:00:00,-4969907
2020-02-29 22:00:00,-4969633
2020-02-29 23:00:00,-4965783
2020-03-01 00:00:00,-4962041
2020-03-01 01:00:00,-4960354
2020-03-01 02:00:00,-4959221
2020-03-01 03:00:00,-4958444
2020-03-01 04:00:00,-4957421
2020-03-01 05:00:00,-4954596
2020-03-01 06:00:00,-4948487
2020-03-01 07:00:00,-4949026
2020-03-01 08:00:00,-4954672
2020-03-01 09:00:00,-4962175
2020-03-01 10:00:00,-4969682
2020-03-01 11:00:00,-4977617
2020-03-01 12:00:00,-4984332
2020-03-01 13:00:00,-4991427
2020-03-01 14:00:00,-4997753
2020-03-01 15:00:00,-5004089
2020-03-01 16:00:00,-5012430
2020-03-01 17:00:00,-5022692
2020-03-01 18:00:00,-5038256
2020-03-01 19:00:00,-5051935
