datetime,cumulative_balance
2020-03-01 20:00:00,-5053449
2020-03-01 21:00:00,-5048307
2020-03-01 22:00:00,-5041312
2020-03-01 23:00:00,-5035920
2020-03-02 00:00:00,-5033216
2020-03-02 01:00:00,-5034020
2020-03-02 02:00:00,-5034296
2020-03-02 03:00:00,-5034778
2020-03-02 04:00:00,-5033807
2020-03-02 05:00:00,-5030652
2020-03-02 06:00:00,-5025524
2020-03-02 07:00:00,-5030502
2020-03-02 08:00:00,-5042912
2020-03-02 09:00:00,-5058607
2020-03-02 10:00:00,-5073354
2020-03-02 11:00:00,-5084952
2020-03-02 12:00:00,-5093942
2020-03-02 13:00:00,-5101552
2020-03-02 14:00:00,-5109009
2020-03-02 15:00:00,-5117475
2020-03-02 16:00:00,-5128769
2020-03-02 17:00:00,-5143195
2020-03-02 18:00:00,-5162178
2020-03-02 19:00:00,-5179203
2020-03-02 20:00:00,-5183021
2020-03-02 21:00:00,-5178543
2020-03-02 22:00:00,-5171399
2020-03-02 23:00:00,-5166572
2020-03-03 00:00:00,-5163720
2020-03-03 01:00:00,-5162429
2020-03-03 02:00:00,-5161553
2020-03-03 03:00:00,-5160524
2020-03-03 04:00:00,-5159167
2020-03-03 05:00:00,-5155961
2020-03-03 06:00:00,-5150660
2020-03-03 07:00:00,-5156813
2020-03-03 08:00:00,-5169425
2020-03-03 09:00:00,-5183282
2020-03-03 10:00:00,-5196772
2020-03-03 11:00:00,-5207492
2020-03-03 12:00:00,-5215075
2020-03-03 13:00:00,-5221627
2020-03-03 14:00:00,-5228491
2020-03-03 15:00:00,-5236982
2020-03-03 16:00:00,-5245985
2020-03-03 17:00:00,-5261258
2020-03-03 18:00:00,-5280991
2020-03-03 19:00:00,-5297193
2020-03-03 20:00:00,-5301375
2020-03-03 21:00:00,-5297340
2020-03-03 22:00:00,-5290991
2020-03-03 23:00:00,-5286425
2020-03-04 00:00:00,-5283847
2020-03-04 01:00:00,-5282477
2020-03-04 02:00:00,-5281580
2020-03-04 03:00:00,-5280618
2020-03-04 04:00:00,-5279447
2020-03-04 05:00:00,-5276455
2020-03-04 06:00:00,-5271911
2020-03-04 07:00:00,-5277528
2020-03-04 08:00:00,-5289276
2020-03-04 09:00:00,-5303025
2020-03-04 10:00:00,-5316658
2020-03-04 11:00:00,-5327189
2020-03-04 12:00:00,-5336427
2020-03-04 13:00:00,-5344444
2020-03-04 14:00:00,-5352280
2020-03-04 15:00:00,-5362025
2020-03-04 16:00:00,-5372414
2020-03-04 17:00:00,-5386163
2020-03-04 18:00:00,-5405997
2020-03-04 19:00:00,-5425124
2020-03-04 20:00:00,-5430893
2020-03-04 21:00:00,-5426727
2020-03-04 22:00:00,-5420034
2020-03-04 23:00:00,-5415267
2020-03-05 00:00:00,-5412559
2020-03-05 01:00:00,-5411237
2020-03-05 02:00:00,-5410207
2020-03-05 03:00:00,-5409235
2020-03-05 04:00:00,-5407933
2020-03-05 05:00:00,-5404833
2020-03-05 06:00:00,-5400128
2020-03-05 07:00:00,-5404829
2020-03-05 08:00:00,-5414846
2020-03-05 09:00:00,-5425882
2020-03-05 10:00:00,-5437387
2020-03-05 11:00:00,-5447345
2020-03-05 12:00:00,-5455558
2020-03-05 13:00:00,-5462149
2020-03-05 14:00:00,-5468418
2020-03-05 15:00:00,-5476119
2020-03-05 16:00:00,-5486322
2020-03-05 17:00:00,-5499786
2020-03-05 18:00:00,-5518427
2020-03-05 19:00:00,-5538649
2020-03-05 20:00:00,-5545212
2020-03-05 21:00:00,-5541621
2020-03-05 22:00:00,-5534694
2020-03-05 23:00:00,-5529273
2020-03-06 00:00:00,-5526073
2020-03-06 01:00:00,-5524606
2020-03-06 02:00:00,-5523565
2020-03-06 03:00:00,-5522461
2020-03-06 04:00:00,-5521144
2020-03-06 05:00:00,-5517903
2020-03-06 06:00:00,-5512291
2020-03-06 07:00:00,-5516848
2020-03-06 08:00:00,-5527455
2020-03-06 09:00:00,-5539506
2020-03-06 10:00:00,-5551012
2020-03-06 11:00:00,-5560311
2020-03-06 12:00:00,-5567799
2020-03-06 13:00:00,-5574549
2020-03-06 14:00:00,-5581630
2020-03-06 15:00:00,-5589765
2020-03-06 16:00:00,-5599484
2020-03-06 17:00:00,-5612473
2020-03-06 18:00:00,-5630907
2020-03-06 19:00:00,-5648004
2020-03-06 20:00:00,-5653476
2020-03-06 21:00:00,-5649794
2020-03-06 22:00:00,-5642822
2020-03-06 23:00:00,-5637555
2020-03-07 00:00:00,-5634042
2020-03-07 01:00:00,-5632399
2020-03-07 02:00:00,-5631185
2020-03-07 03:00:00,-5630208
2020-03-07 04:00:00,-5628880
2020-03-07 05:00:00,-5625746
2020-03-07 06:00:00,-5619382
2020-03-07 07:00:00,-5620987
2020-03-07 08:00:00,-5630258
2020-03-07 09:00:00,-5640751
2020-03-07 10:00:00,-5651632
2020-03-07 11:00:00,-5661273
2020-03-07 12:00:00,-5668823
2020-03-07 13:00:00,-5676791
2020-03-07 14:00:00,-5683574
2020-03-07 15:00:00,-5692086
2020-03-07 16:00:00,-5702361
2020-03-07 17:00:00,-5715339
2020-03-07 18:00:00,-5734259
2020-03-07 19:00:00,-5752719
2020-03-07 20:00:00,-5758876
2020-03-07 21:00:00,-5756217
2020-03-07 22:00:00,-5749903
2020-03-07 23:00:00,-5744122
2020-03-08 00:00:00,-5740369
2020-03-08 01:00:00,-5738335
2020-03-08 02:00:00,-5736933
2020-03-08 03:00:00,-5735811
2020-03-08 04:00:00,-5734432
2020-03-08 05:00:00,-5731234
2020-03-08 06:00:00,-5724150
2020-03-08 07:00:00,-5724022
2020-03-08 08:00:00,-5729667
2020-03-08 09:00:00,-5739100
2020-03-08 10:00:00,-5747607
2020-03-08 11:00:00,-5754986
2020-03-08 12:00:00,-5761835
2020-03-08 13:00:00,-5767236
2020-03-08 14:00:00,-5772369
2020-03-08 15:00:00,-5777577
2020-03-08 16:00:00,-5783543
2020-03-08 17:00:00,-5791775
2020-03-08 18:00:00,-5802429
2020-03-08 19:00:00,-5811433
2020-03-08 20:00:00,-5811415
2020-03-08 21:00:00,-5805205
2020-03-08 22:00:00,-5797767
2020-03-08 23:00:00,-5791242
2020-03-09 00:00:00,-5786978
2020-03-09 01:00:00,-5784705
2020-03-09 02:00:00,-5783064
2020-03-09 03:00:00,-5781828
2020-03-09 04:00:00,-5780639
2020-03-09 05:00:00,-5777851
2020-03-09 06:00:00,-5772392
2020-03-09 07:00:00,-5775772
2020-03-09 08:00:00,-5786385
2020-03-09 09:00:00,-5798416
2020-03-09 10:00:00,-5809756
2020-03-09 11:00:00,-5819094
2020-03-09 12:00:00,-5826307
2020-03-09 13:00:00,-5831670
2020-03-09 14:00:00,-5836646
2020-03-09 15:00:00,-5841596
2020-03-09 16:00:00,-5849416
2020-03-09 17:00:00,-5860439
2020-03-09 18:00:00,-5876750
2020-03-09 19:00:00,-5889314
2020-03-09 20:00:00,-5891793
2020-03-09 21:00:00,-5887652
2020-03-09 22:00:00,-5881788
2020-03-09 23:00:00,-5877491
2020-03-10 00:00:00,-5875033
2020-03-10 01:00:00,-5873947
2020-03-10 02:00:00,-5873070
2020-03-10 03:00:00,-5872156
2020-03-10 04:00:00,-5871002
2020-03-10 05:00:00,-5868170
2020-03-10 06:00:00,-5862956
2020-03-10 07:00:00,-5868280
2020-03-10 08:00:00,-5880025
2020-03-10 09:00:00,-5892798
2020-03-10 10:00:00,-5904840
2020-03-10 11:00:00,-5914041
2020-03-10 12:00:00,-5921501
2020-03-10 13:00:00,-5926937
2020-03-10 14:00:00,-5932747
2020-03-10 15:00:00,-5939805
2020-03-10 16:00:00,-5948310
2020-03-10 17:00:00,-5958709
2020-03-10 18:00:00,-5976711
2020-03-10 19:00:00,-5992935
2020-03-10 20:00:00,-5995120
2020-03-10 21:00:00,-5989838
2020-03-10 22:00:00,-5982318
2020-03-10 23:00:00,-5977458
2020-03-11 00:00:00,-5974753
2020-03-11 01:00:00,-5973385
2020-03-11 02:00:00,-5972390
2020-03-11 03:00:00,-5971490
2020-03-11 04:00:00,-5970050
2020-03-11 05:00:00,-5966758
2020-03-11 06:00:00,-5961561
2020-03-11 07:00:00,-5966185
2020-03-11 08:00:00,-5976030
2020-03-11 09:00:00,-5987877
2020-03-11 10:00:00,-5999330
2020-03-11 11:00:00,-6008070
2020-03-11 12:00:00,-6015130
2020-03-11 13:00:00,-6021034
2020-03-11 14:00:00,-6026343
2020-03-11 15:00:00,-6033717
2020-03-11 16:00:00,-6044031
2020-03-11 17:00:00,-6057264
2020-03-11 18:00:00,-6074699
2020-03-11 19:00:00,-6089539
2020-03-11 20:00:00,-6092429
2020-03-11 21:00:00,-6086059
2020-03-11 22:00:00,-6079197
2020-03-11 23:00:00,-6073565
2020-03-12 00:00:00,-6070255
2020-03-12 01:00:00,-6068799
2020-03-12 02:00:00,-6067752
2020-03-12 03:00:00,-6066851
2020-03-12 04:00:00,-6065499
2020-03-12 05:00:00,-6062075
2020-03-12 06:00:00,-6056987
2020-03-12 07:00:00,-6059666
2020-03-12 08:00:00,-6067264
2020-03-12 09:00:00,-6075992
2020-03-12 10:00:00,-6085666
2020-03-12 11:00:00,-6094246
2020-03-12 12:00:00,-6097046
2020-03-12 13:00:00,-6138212
2020-03-12 14:00:00,-6161679
2020-03-12 15:00:00,-6162967
2020-03-12 16:00:00,-6172824
2020-03-12 17:00:00,-6185705
2020-03-12 18:00:00,-6202544
2020-03-12 19:00:00,-6215100
2020-03-12 20:00:00,-6216564
2020-03-12 21:00:00,-6212329
2020-03-12 22:00:00,-6211240
2020-03-12 23:00:00,-6210498
2020-03-13 00:00:00,-6209948
2020-03-13 01:00:00,-6209607
2020-03-13 02:00:00,-6209258
2020-03-13 03:00:00,-6208979
2020-03-13 04:00:00,-6208128
2020-03-13 05:00:00,-6202226
2020-03-13 06:00:00,-6190194
2020-03-13 07:00:00,-6191302
2020-03-13 08:00:00,-6197216
2020-03-13 09:00:00,-6207071
2020-03-13 10:00:00,-6215505
2020-03-13 11:00:00,-6225065
2020-03-13 12:00:00,-6231647
2020-03-13 13:00:00,-6237413
2020-03-13 14:00:00,-6243379
2020-03-13 15:00:00,-6249677
2020-03-13 16:00:00,-6258376
2020-03-13 17:00:00,-6268990
2020-03-13 18:00:00,-6284358
2020-03-13 19:00:00,-6298008
2020-03-13 20:00:00,-6301682
2020-03-13 21:00:00,-6297638
2020-03-13 22:00:00,-6290329
2020-03-13 23:00:00,-6285301
2020-03-14 00:00:00,-6282180
2020-03-14 01:00:00,-6280766
2020-03-14 02:00:00,-6279752
2020-03-14 03:00:00,-6278713
2020-03-14 04:00:00,-6277421
2020-03-14 05:00:00,-6274226
2020-03-14 06:00:00,-6268175
2020-03-14 07:00:00,-6270772
2020-03-14 08:00:00,-6280034
2020-03-14 09:00:00,-6291455
2020-03-14 10:00:00,-6302392
2020-03-14 11:00:00,-6311097
2020-03-14 12:00:00,-6317343
2020-03-14 13:00:00,-6323746
2020-03-14 14:00:00,-6330366
2020-03-14 15:00:00,-6337916
2020-03-14 16:00:00,-6347447
2020-03-14 17:00:00,-6359608
2020-03-14 18:00:00,-6377722
2020-03-14 19:00:00,-6394927
2020-03-14 20:00:00,-6400505
2020-03-14 21:00:00,-6397820
2020-03-14 22:00:00,-6391588
2020-03-14 23:00:00,-6386226
2020-03-15 00:00:00,-6382708
2020-03-15 01:00:00,-6380871
2020-03-15 02:00:00,-6379562
2020-03-15 03:00:00,-6378521
2020-03-15 04:00:00,-6377197
2020-03-15 05:00:00,-6374138
2020-03-15 06:00:00,-6368368
2020-03-15 07:00:00,-6368993
2020-03-15 08:00:00,-6374845
2020-03-15 09:00:00,-6382919
2020-03-15 10:00:00,-6390432
2020-03-15 11:00:00,-6397036
2020-03-15 12:00:00,-6403106
2020-03-15 13:00:00,-6407520
2020-03-15 14:00:00,-6412435
2020-03-15 15:00:00,-6418136
2020-03-15 16:00:00,-6425331
2020-03-15 17:00:00,-6434012
2020-03-15 18:00:00,-6447523
2020-03-15 19:00:00,-6460858
2020-03-15 20:00:00,-6463067
2020-03-15 21:00:00,-6457713
2020-03-15 22:00:00,-6450579
2020-03-15 23:00:00,-6445328
2020-03-16 00:00:00,-6442398
2020-03-16 01:00:00,-6440894
2020-03-16 02:00:00,-6439855
2020-03-16 03:00:00,-6438774
2020-03-16 04:00:00,-6437447
2020-03-16 05:00:00,-6434282
2020-03-16 06:00:00,-6429141
2020-03-16 07:00:00,-6434977
2020-03-16 08:00:00,-6447795
2020-03-16 09:00:00,-6462336
2020-03-16 10:00:00,-6475387
2020-03-16 11:00:00,-6486280
2020-03-16 12:00:00,-6494750
2020-03-16 13:00:00,-6501553
2020-03-16 14:00:00,-6507647
2020-03-16 15:00:00,-6514890
2020-03-16 16:00:00,-6525600
2020-03-16 17:00:00,-6538420
2020-03-16 18:00:00,-6555353
2020-03-16 19:00:00,-6569257
2020-03-16 20:00:00,-6570740
2020-03-16 21:00:00,-6564003
2020-03-16 22:00:00,-6556513
2020-03-16 23:00:00,-6551554
2020-03-17 00:00:00,-6548716
2020-03-17 01:00:00,-6547469
2020-03-17 02:00:00,-6546489
2020-03-17 03:00:00,-6545556
2020-03-17 04:00:00,-6544171
2020-03-17 05:00:00,-6540632
2020-03-17 06:00:00,-6535557
2020-03-17 07:00:00,-6540734
2020-03-17 08:00:00,-6546248
2020-03-17 09:00:00,-6555821
2020-03-17 10:00:00,-6563401
2020-03-17 11:00:00,-6568690
2020-03-17 12:00:00,-6571260
2020-03-17 13:00:00,-6573519
2020-03-17 14:00:00,-6575049
2020-03-17 15:00:00,-6577418
2020-03-17 16:00:00,-6582018
2020-03-17 17:00:00,-6589735
2020-03-17 18:00:00,-6601423
2020-03-17 19:00:00,-6607225
2020-03-17 20:00:00,-6601454
2020-03-17 21:00:00,-6588844
2020-03-17 22:00:00,-6578472
2020-03-17 23:00:00,-6571702
2020-03-18 00:00:00,-6567765
2020-03-18 01:00:00,-6565824
2020-03-18 02:00:00,-6564423
2020-03-18 03:00:00,-6563169
2020-03-18 04:00:00,-6561348
2020-03-18 05:00:00,-6556295
2020-03-18 06:00:00,-6543787
2020-03-18 07:00:00,-6534955
2020-03-18 08:00:00,-6542336
2020-03-18 09:00:00,-6539877
2020-03-18 10:00:00,-6549266
2020-03-18 11:00:00,-6556150
2020-03-18 12:00:00,-6560263
2020-03-18 13:00:00,-6562624
2020-03-18 14:00:00,-6564884
2020-03-18 15:00:00,-6567269
2020-03-18 16:00:00,-6573530
2020-03-18 17:00:00,-6581201
2020-03-18 18:00:00,-6592314
2020-03-18 19:00:00,-6595229
2020-03-18 20:00:00,-6586958
2020-03-18 21:00:00,-6571229
2020-03-18 22:00:00,-6559496
2020-03-18 23:00:00,-6553503
2020-03-19 00:00:00,-6550141
2020-03-19 01:00:00,-6548388
2020-03-19 02:00:00,-6547029
2020-03-19 03:00:00,-6545836
2020-03-19 04:00:00,-6544181
2020-03-19 05:00:00,-6539951
2020-03-19 06:00:00,-6530189
2020-03-19 07:00:00,-6528489
2020-03-19 08:00:00,-6532979
2020-03-19 09:00:00,-6539835
2020-03-19 10:00:00,-6547031
2020-03-19 11:00:00,-6552691
2020-03-19 12:00:00,-6557247
2020-03-19 13:00:00,-6560160
2020-03-19 14:00:00,-6562009
2020-03-19 15:00:00,-6572094
2020-03-19 16:00:00,-6584362
2020-03-19 17:00:00,-6590975
2020-03-19 18:00:00,-6601103
2020-03-19 19:00:00,-6604478
2020-03-19 20:00:00,-6596367
2020-03-19 21:00:00,-6581602
2020-03-19 22:00:00,-6569587
2020-03-19 23:00:00,-6563416
2020-03-20 00:00:00,-6559903
2020-03-20 01:00:00,-6558024
2020-03-20 02:00:00,-6556518
2020-03-20 03:00:00,-6555236
2020-03-20 04:00:00,-6553450
2020-03-20 05:00:00,-6549671
2020-03-20 06:00:00,-6540946
2020-03-20 07:00:00,-6539830
2020-03-20 08:00:00,-6546359
2020-03-20 09:00:00,-6555420
2020-03-20 10:00:00,-6561008
2020-03-20 11:00:00,-6563839
2020-03-20 12:00:00,-6565856
2020-03-20 13:00:00,-6569229
2020-03-20 14:00:00,-6574147
2020-03-20 15:00:00,-6579329
2020-03-20 16:00:00,-6586962
2020-03-20 17:00:00,-6597957
2020-03-20 18:00:00,-6612655
2020-03-20 19:00:00,-6614194
2020-03-20 20:00:00,-6605393
2020-03-20 21:00:00,-6592047
2020-03-20 22:00:00,-6582090
2020-03-20 23:00:00,-6575914
2020-03-21 00:00:00,-6572051
2020-03-21 01:00:00,-6570069
2020-03-21 02:00:00,-6568583
2020-03-21 03:00:00,-6567230
2020-03-21 04:00:00,-6565459
2020-03-21 05:00:00,-6561637
2020-03-21 06:00:00,-6553647
2020-03-21 07:00:00,-6554842
2020-03-21 08:00:00,-6563679
2020-03-21 09:00:00,-6575063
2020-03-21 10:00:00,-6584623
2020-03-21 11:00:00,-6592605
2020-03-21 12:00:00,-6599120
2020-03-21 13:00:00,-6603987
2020-03-21 14:00:00,-6608085
2020-03-21 15:00:00,-6613307
2020-03-21 16:00:00,-6621338
2020-03-21 17:00:00,-6634334
2020-03-21 18:00:00,-6653646
2020-03-21 19:00:00,-6667103
2020-03-21 20:00:00,-6663953
2020-03-21 21:00:00,-6653678
2020-03-21 22:00:00,-6638854
2020-03-21 23:00:00,-6629451
2020-03-22 00:00:00,-6623400
2020-03-22 01:00:00,-6620253
2020-03-22 02:00:00,-6617985
2020-03-22 03:00:00,-6615889
2020-03-22 04:00:00,-6614063
2020-03-22 05:00:00,-6611025
2020-03-22 06:00:00,-6603956
2020-03-22 07:00:00,-6599872
2020-03-22 08:00:00,-6600149
2020-03-22 09:00:00,-6604750
2020-03-22 10:00:00,-6612749
2020-03-22 11:00:00,-6621094
2020-03-22 12:00:00,-6628539
2020-03-22 13:00:00,-6634135
2020-03-22 14:00:00,-6638593
2020-03-22 15:00:00,-6642895
2020-03-22 16:00:00,-6649214
2020-03-22 17:00:00,-6659093
2020-03-22 18:00:00,-6674323
2020-03-22 19:00:00,-6683481
2020-03-22 20:00:00,-6678624
2020-03-22 21:00:00,-6666753
2020-03-22 22:00:00,-6656041
2020-03-22 23:00:00,-6649584
2020-03-23 00:00:00,-6645685
2020-03-23 01:00:00,-6643932
2020-03-23 02:00:00,-6642621
2020-03-23 03:00:00,-6641405
2020-03-23 04:00:00,-6639797
2020-03-23 05:00:00,-6636465
2020-03-23 06:00:00,-6629577
2020-03-23 07:00:00,-6633534
2020-03-23 08:00:00,-6645433
2020-03-23 09:00:00,-6659464
2020-03-23 10:00:00,-6671818
2020-03-23 11:00:00,-6682471
2020-03-23 12:00:00,-6690179
2020-03-23 13:00:00,-6696209
2020-03-23 14:00:00,-6701129
2020-03-23 15:00:00,-6707181
2020-03-23 16:00:00,-6717207
2020-03-23 17:00:00,-6730399
2020-03-23 18:00:00,-6748763
2020-03-23 19:00:00,-6756383
2020-03-23 20:00:00,-6749548
2020-03-23 21:00:00,-6737080
2020-03-23 22:00:00,-6727765
2020-03-23 23:00:00,-6722705
2020-03-24 00:00:00,-6719609
2020-03-24 01:00:00,-6718068
2020-03-24 02:00:00,-6716893
2020-03-24 03:00:00,-6715762
2020-03-24 04:00:00,-6714276
2020-03-24 05:00:00,-6710475
2020-03-24 06:00:00,-6703246
2020-03-24 07:00:00,-6702711
2020-03-24 08:00:00,-6708426
2020-03-24 09:00:00,-6719428
2020-03-24 10:00:00,-6733703
2020-03-24 11:00:00,-6745264
2020-03-24 12:00:00,-6752255
2020-03-24 13:00:00,-6759705
2020-03-24 14:00:00,-6767272
2020-03-24 15:00:00,-6777191
2020-03-24 16:00:00,-6792090
2020-03-24 17:00:00,-6810390
2020-03-24 18:00:00,-6835015
2020-03-24 19:00:00,-6848044
2020-03-24 20:00:00,-6842231
2020-03-24 21:00:00,-6829454
2020-03-24 22:00:00,-6819927
2020-03-24 23:00:00,-6814723
2020-03-25 00:00:00,-6811588
2020-03-25 01:00:00,-6809812
2020-03-25 02:00:00,-6808550
2020-03-25 03:00:00,-6807274
2020-03-25 04:00:00,-6805596
2020-03-25 05:00:00,-6801853
2020-03-25 06:00:00,-6795777
2020-03-25 07:00:00,-6800780
2020-03-25 08:00:00,-6814247
2020-03-25 09:00:00,-6830579
2020-03-25 10:00:00,-6847161
2020-03-25 11:00:00,-6861686
2020-03-25 12:00:00,-6873122
2020-03-25 13:00:00,-6882366
2020-03-25 14:00:00,-6891963
2020-03-25 15:00:00,-6902370
2020-03-25 16:00:00,-6914799
2020-03-25 17:00:00,-6931352
2020-03-25 18:00:00,-6956416
2020-03-25 19:00:00,-6969230
2020-03-25 20:00:00,-6960220
2020-03-25 21:00:00,-6946751
2020-03-25 22:00:00,-6936088
2020-03-25 23:00:00,-6930392
2020-03-26 00:00:00,-6927019
2020-03-26 01:00:00,-6925281
2020-03-26 02:00:00,-6923862
2020-03-26 03:00:00,-6922588
2020-03-26 04:00:00,-6921021
2020-03-26 05:00:00,-6917301
2020-03-26 06:00:00,-6911264
2020-03-26 07:00:00,-6915904
2020-03-26 08:00:00,-6926957
2020-03-26 09:00:00,-6939413
2020-03-26 10:00:00,-6953000
2020-03-26 11:00:00,-6966327
2020-03-26 12:00:00,-6977222
2020-03-26 13:00:00,-6986895
2020-03-26 14:00:00,-6995900
2020-03-26 15:00:00,-7006794
2020-03-26 16:00:00,-7020586
2020-03-26 17:00:00,-7039808
2020-03-26 18:00:00,-7065189
2020-03-26 19:00:00,-7078720
2020-03-26 20:00:00,-7071641
2020-03-26 21:00:00,-7057388
2020-03-26 22:00:00,-7047130
2020-03-26 23:00:00,-7041351
2020-03-27 00:00:00,-7037689
2020-03-27 01:00:00,-7035984
2020-03-27 02:00:00,-7034636
2020-03-27 03:00:00,-7033371
2020-03-27 04:00:00,-7031828
2020-03-27 05:00:00,-7028215
2020-03-27 06:00:00,-7022712
2020-03-27 07:00:00,-7028378
2020-03-27 08:00:00,-7041659
2020-03-27 09:00:00,-7056840
2020-03-27 10:00:00,-7072584
2020-03-27 11:00:00,-7085571
2020-03-27 12:00:00,-7095156
2020-03-27 13:00:00,-7103918
2020-03-27 14:00:00,-7112312
2020-03-27 15:00:00,-7121720
2020-03-27 16:00:00,-7134233
2020-03-27 17:00:00,-7151326
2020-03-27 18:00:00,-7175690
2020-03-27 19:00:00,-7188128
2020-03-27 20:00:00,-7182387
2020-03-27 21:00:00,-7168242
2020-03-27 22:00:00,-7157473
2020-03-27 23:00:00,-7151314
2020-03-28 00:00:00,-7147420
2020-03-28 01:00:00,-7145725
2020-03-28 02:00:00,-7144456
2020-03-28 03:00:00,-7143270
2020-03-28 04:00:00,-7141639
2020-03-28 05:00:00,-7138063
2020-03-28 06:00:00,-7132371
2020-03-28 07:00:00,-7138350
2020-03-28 08:00:00,-7150724
2020-03-28 09:00:00,-7165116
2020-03-28 10:00:00,-7178725
2020-03-28 11:00:00,-7190088
2020-03-28 12:00:00,-7199806
2020-03-28 13:00:00,-7207729
2020-03-28 14:00:00,-7215620
2020-03-28 15:00:00,-7224837
2020-03-28 16:00:00,-7238013
2020-03-28 17:00:00,-7254392
2020-03-28 18:00:00,-7276777
2020-03-28 19:00:00,-7282504
2020-03-28 20:00:00,-7274239
2020-03-28 21:00:00,-7260991
2020-03-28 22:00:00,-7250743
2020-03-28 23:00:00,-7245352
2020-03-29 00:00:00,-7242167
2020-03-29 01:00:00,-7240541
2020-03-29 02:00:00,-7239359
2020-03-29 03:00:00,-7238230
2020-03-29 04:00:00,-7246733
2020-03-29 05:00:00,-7243519
2020-03-29 06:00:00,-7238099
2020-03-29 07:00:00,-7242765
2020-03-29 08:00:00,-7252861
2020-03-29 09:00:00,-7260485
2020-03-29 10:00:00,-7268473
2020-03-29 11:00:00,-7278894
2020-03-29 12:00:00,-7288909
2020-03-29 13:00:00,-7298006
2020-03-29 14:00:00,-7307494
2020-03-29 15:00:00,-7316528
2020-03-29 16:00:00,-7328040
2020-03-29 17:00:00,-7342796
2020-03-29 18:00:00,-7362440
2020-03-29 19:00:00,-7368566
2020-03-29 20:00:00,-7359683
2020-03-29 21:00:00,-7346289
2020-03-29 22:00:00,-7336511
2020-03-29 23:00:00,-7331423
2020-03-30 00:00:00,-7328129
2020-03-30 01:00:00,-7326470
2020-03-30 02:00:00,-7325191
2020-03-30 03:00:00,-7324127
2020-03-30 04:00:00,-7322710
2020-03-30 05:00:00,-7319548
2020-03-30 06:00:00,-7314991
2020-03-30 07:00:00,-7321392
2020-03-30 08:00:00,-7335783
2020-03-30 09:00:00,-7352410
2020-03-30 10:00:00,-7368082
2020-03-30 11:00:00,-7380987
2020-03-30 12:00:00,-7389578
2020-03-30 13:00:00,-7398115
2020-03-30 14:00:00,-7405920
2020-03-30 15:00:00,-7414470
2020-03-30 16:00:00,-7426929
2020-03-30 17:00:00,-7443905
2020-03-30 18:00:00,-7464760
2020-03-30 19:00:00,-7470408
2020-03-30 20:00:00,-7461548
2020-03-30 21:00:00,-7448950
2020-03-30 22:00:00,-7439697
2020-03-30 23:00:00,-7434858
2020-03-31 00:00:00,-7432337
2020-03-31 01:00:00,-7431059
2020-03-31 02:00:00,-7430175
2020-03-31 03:00:00,-7429202
2020-03-31 04:00:00,-7427999
2020-03-31 05:00:00,-7424620
2020-03-31 06:00:00,-7419365
2020-03-31 07:00:00,-7426354
2020-03-31 08:00:00,-7437440
2020-03-31 09:00:00,-7454143
2020-03-31 10:00:00,-7469051
2020-03-31 11:00:00,-7477193
2020-03-31 12:00:00,-7490132
2020-03-31 13:00:00,-7498705
2020-03-31 14:00:00,-7506182
2020-03-31 15:00:00,-7509995
2020-03-31 16:00:00,-7512846
2020-03-31 17:00:00,-7518718
2020-03-31 18:00:00,-7525175
2020-03-31 19:00:00,-7520759
2020-03-31 20:00:00,-7506821
2020-03-31 21:00:00,-7491173
2020-03-31 22:00:00,-7480848
2020-03-31 23:00:00,-7475554
